id,name,distance,event_time
132,shishir,0.0,2026-03-11 18:09:10
133,shishir,0.0,2026-03-11 18:09:11
134,shishir,0.0,2026-03-11 18:09:12
135,vraj M,0.0,2026-03-11 18:09:12
136,shishir,0.0,2026-03-11 18:09:13
137,shishir,0.0,2026-03-11 18:09:14
138,shishir,0.0,2026-03-11 18:09:15
139,teerthraj,0.0,2026-03-11 18:09:16
140,teerthraj,0.0,2026-03-11 18:09:16
141,teerthraj,0.0,2026-03-11 18:09:18
142,shishir,0.0,2026-03-11 18:09:18
143,shishir,0.0,2026-03-11 18:09:19
144,shishir,0.0,2026-03-11 18:09:20
145,shishir,0.0,2026-03-11 18:09:21
146,yash,0.0,2026-03-11 18:09:21
147,shishir,0.0,2026-03-11 18:09:22
148,shishir,0.0,2026-03-11 18:09:23
149,yash,0.0,2026-03-11 18:09:23
150,shishir,0.0,2026-03-11 18:09:24
151,yash,0.0,2026-03-11 18:09:24
152,shishir,0.0,2026-03-11 18:09:31
153,Denab,0.0,2026-03-11 18:09:36
154,shishir,0.0,2026-03-11 18:09:38
155,shishir,0.0,2026-03-11 18:09:39
156,shishir,0.0,2026-03-11 18:09:41
157,shishir,0.0,2026-03-11 18:09:42
158,shishir,0.0,2026-03-11 18:09:43
159,shishir,0.0,2026-03-11 18:09:48
160,shishir,0.0,2026-03-11 18:09:49
161,shishir,0.0,2026-03-11 18:09:50
162,shishir,0.0,2026-03-11 18:09:53
163,shishir,0.0,2026-03-11 18:09:54
164,pratham,0.0,2026-03-11 18:09:56
165,shishir,0.0,2026-03-11 18:09:56
166,shishir,0.0,2026-03-11 18:09:58
167,shishir,0.0,2026-03-11 18:09:59
168,teerthraj,0.0,2026-03-11 18:10:05
169,shishir,0.0,2026-03-11 18:10:06
170,teerthraj,0.0,2026-03-11 18:10:06
171,shishir,0.0,2026-03-11 18:10:07
172,shishir,0.0,2026-03-11 18:10:07
173,teerthraj,0.0,2026-03-11 18:10:08
174,shishir,0.0,2026-03-11 18:10:08
175,teerthraj,0.0,2026-03-11 18:10:08
176,teerthraj,0.0,2026-03-11 18:10:09
177,teerthraj,0.0,2026-03-11 18:10:11
178,shishir,0.0,2026-03-11 18:10:11
179,shishir,0.0,2026-03-11 18:10:12
180,yash,0.0,2026-03-11 18:10:12
181,shishir,0.0,2026-03-11 18:11:08
182,shishir,0.0,2026-03-11 18:11:09
183,Denab,0.0,2026-03-11 18:11:09
184,teerthraj,0.0,2026-03-11 18:11:10
185,shishir,0.0,2026-03-11 18:11:10
186,teerthraj,0.0,2026-03-11 18:11:10
187,shishir,0.0,2026-03-11 18:11:11
188,teerthraj,0.0,2026-03-11 18:11:11
189,shishir,0.0,2026-03-11 18:11:12
190,teerthraj,0.0,2026-03-11 18:11:12
191,shishir,0.0,2026-03-11 18:11:13
192,teerthraj,0.0,2026-03-11 18:11:13
193,teerthraj,0.0,2026-03-11 18:11:14
194,shishir,0.0,2026-03-11 18:11:14
195,teerthraj,0.0,2026-03-11 18:11:15
196,shishir,0.0,2026-03-11 18:11:15
197,teerthraj,0.0,2026-03-11 18:11:16
198,shishir,0.0,2026-03-11 18:11:16
199,shishir,0.0,2026-03-11 18:11:17
200,teerthraj,0.0,2026-03-11 18:11:17
201,teerthraj,0.0,2026-03-11 18:11:18
202,shishir,0.0,2026-03-11 18:11:18
203,pratham,0.0,2026-03-11 18:11:19
204,shishir,0.0,2026-03-11 18:11:19
205,pratham,0.0,2026-03-11 18:11:19
206,teerthraj,0.0,2026-03-11 18:11:20
207,shishir,0.0,2026-03-11 18:11:20
208,teerthraj,0.0,2026-03-11 18:11:20
209,teerthraj,0.0,2026-03-11 18:11:21
210,pratham,0.0,2026-03-11 18:11:21
211,yash,0.0,2026-03-11 18:11:22
212,vraj M,0.0,2026-03-11 18:11:22
213,shishir,0.0,2026-03-11 18:11:22
214,shishir,0.0,2026-03-11 18:11:22
215,vraj M,0.0,2026-03-11 18:11:22
216,teerthraj,0.0,2026-03-11 18:11:22
217,pratham,0.0,2026-03-11 18:11:22
218,yash,0.0,2026-03-11 18:11:23
219,teerthraj,0.0,2026-03-11 18:11:23
220,yash,0.0,2026-03-11 18:11:23
221,shishir,0.0,2026-03-11 18:11:24
222,teerthraj,0.0,2026-03-11 18:11:24
223,yash,0.0,2026-03-11 18:11:25
224,teerthraj,0.0,2026-03-11 18:11:25
225,shishir,0.0,2026-03-11 18:11:26
226,teerthraj,0.0,2026-03-11 18:11:26
227,shishir,0.0,2026-03-11 18:11:26
228,teerthraj,0.0,2026-03-11 18:11:27
229,shishir,0.0,2026-03-11 18:11:29
230,shishir,0.0,2026-03-11 18:11:45
231,shishir,0.0,2026-03-11 18:11:46
232,shishir,0.0,2026-03-11 18:11:48
233,shishir,0.0,2026-03-11 18:11:52
234,vraj M,0.0,2026-03-11 18:11:52
235,shishir,0.0,2026-03-11 18:11:54
236,shishir,0.0,2026-03-11 18:11:55
237,shishir,0.0,2026-03-11 18:11:56
238,shishir,0.0,2026-03-11 18:11:57
239,shishir,0.0,2026-03-11 18:11:58
240,shishir,0.0,2026-03-11 18:11:59
241,shishir,0.0,2026-03-11 18:12:00
242,daiwik,0.0,2026-03-11 18:12:02
243,Denab,0.0,2026-03-11 18:12:03
244,shishir,0.0,2026-03-11 18:12:03
245,shishir,0.0,2026-03-11 18:12:03
246,shishir,0.0,2026-03-11 18:12:04
247,shishir,0.0,2026-03-11 18:12:05
248,teerthraj,0.0,2026-03-11 18:12:09
249,teerthraj,0.0,2026-03-11 18:12:10
250,shishir,0.0,2026-03-11 18:12:10
251,teerthraj,0.0,2026-03-11 18:12:11
252,shishir,0.0,2026-03-11 18:12:11
253,teerthraj,0.0,2026-03-11 18:12:12
254,pratham,0.0,2026-03-11 18:12:13
255,shishir,0.0,2026-03-11 18:12:13
256,pratham,0.0,2026-03-11 18:12:13
257,shishir,0.0,2026-03-11 18:12:13
258,vraj M,0.0,2026-03-11 18:12:28
259,vraj M,0.0,2026-03-11 18:12:29
260,vraj M,0.0,2026-03-11 18:12:30
261,vraj M,0.0,2026-03-11 18:12:31
262,shishir,0.0,2026-03-11 18:12:32
263,vraj M,0.0,2026-03-11 18:12:32
264,shishir,0.0,2026-03-11 18:12:32
265,shishir,0.0,2026-03-11 18:12:33
266,rounak,0.0,2026-03-11 18:12:33
267,teerthraj,0.0,2026-03-11 18:12:33
268,shishir,0.0,2026-03-11 18:12:34
269,shishir,0.0,2026-03-11 18:12:35
270,yash,0.0,2026-03-11 18:12:39
271,yash,0.0,2026-03-11 18:12:40
272,yash,0.0,2026-03-11 18:12:44
273,yash,0.0,2026-03-11 18:12:47
274,shishir,0.0,2026-03-11 18:12:48
275,yash,0.0,2026-03-11 18:12:49
276,yash,0.0,2026-03-11 18:12:49
277,yash,0.0,2026-03-11 18:12:50
278,yash,0.0,2026-03-11 18:12:52
279,shishir,0.0,2026-03-11 18:12:54
280,shishir,0.0,2026-03-11 18:12:55
281,yash,0.0,2026-03-11 18:12:56
282,shishir,0.0,2026-03-11 18:12:56
283,yash,0.0,2026-03-11 18:12:57
284,vraj M,0.0,2026-03-11 18:12:58
285,yash,0.0,2026-03-11 18:12:58
286,shishir,0.0,2026-03-11 18:13:03
287,shishir,0.0,2026-03-11 18:13:04
288,shishir,0.0,2026-03-11 18:13:06
289,shishir,0.0,2026-03-11 18:13:07
290,shishir,0.0,2026-03-11 18:13:25
291,shishir,0.0,2026-03-11 18:13:37
292,shishir,0.0,2026-03-11 18:13:39
293,shishir,0.0,2026-03-11 18:13:40
294,shishir,0.0,2026-03-11 18:13:41
295,shishir,0.0,2026-03-11 18:13:42
296,shishir,0.0,2026-03-11 18:13:43
297,shishir,0.0,2026-03-11 18:13:44
298,shishir,0.0,2026-03-11 18:13:45
299,shishir,0.0,2026-03-11 18:13:46
300,shishir,0.0,2026-03-11 18:13:48
301,reyansh,0.0,2026-03-11 18:13:49
302,Denab,0.0,2026-03-11 18:13:49
303,Denab,0.0,2026-03-11 18:13:58
304,shishir,0.0,2026-03-11 18:14:01
305,shishir,0.0,2026-03-11 18:14:03
306,shishir,0.0,2026-03-11 18:14:04
307,shishir,0.0,2026-03-11 18:14:05
308,shishir,0.0,2026-03-11 18:14:06
309,shishir,0.0,2026-03-11 18:14:07
310,shishir,0.0,2026-03-11 18:14:08
311,shishir,0.0,2026-03-11 18:14:09
312,shishir,0.0,2026-03-11 18:14:10
313,shishir,0.0,2026-03-11 18:14:11
314,shishir,0.0,2026-03-11 18:14:12
315,shishir,0.0,2026-03-11 18:14:13
316,shishir,0.0,2026-03-11 18:14:14
317,shishir,0.0,2026-03-11 18:14:15
318,shishir,0.0,2026-03-11 18:14:16
319,shishir,0.0,2026-03-11 18:14:17
320,shishir,0.0,2026-03-11 18:14:18
321,shishir,0.3525,2026-03-11 19:08:13
322,shishir,0.3866,2026-03-11 19:08:14
323,shishir,0.3914,2026-03-11 19:08:16
324,shishir,0.3914,2026-03-11 19:08:17
325,shishir,0.396,2026-03-11 19:08:17
326,shishir,0.3495,2026-03-11 19:08:20
327,shishir,0.4039,2026-03-11 19:08:20
328,reyansh,0.459,2026-03-11 19:08:22
329,shishir,0.4377,2026-03-11 19:08:26
330,shishir,0.4377,2026-03-11 19:08:27
331,reyansh,0.3985,2026-03-11 19:08:43
332,reyansh,0.426,2026-03-11 19:08:44
333,shishir,0.4258,2026-03-11 19:08:45
334,shishir,0.4209,2026-03-11 19:08:47
335,shishir,0.425,2026-03-11 19:08:48
336,shishir,0.4152,2026-03-11 19:08:49
337,shishir,0.4031,2026-03-11 19:08:51
338,shishir,0.4031,2026-03-11 19:08:52
339,shishir,0.4026,2026-03-11 19:08:53
340,shishir,0.4128,2026-03-11 19:09:01
341,shishir,0.4461,2026-03-11 19:09:02
342,reyansh,0.4056,2026-03-11 19:09:07
343,shishir,0.4529,2026-03-11 19:09:08
344,shishir,0.3416,2026-03-11 19:09:11
345,shishir,0.3987,2026-03-11 19:09:12
346,reyansh,0.4101,2026-03-11 19:09:12
347,reyansh,0.4101,2026-03-11 19:09:13
348,reyansh,0.4395,2026-03-11 19:09:14
349,shishir,0.4341,2026-03-11 19:09:15
350,shishir,0.432,2026-03-11 19:09:16
351,shishir,0.4213,2026-03-11 19:09:17
352,ria,0.4689,2026-03-11 19:09:19
353,ria,0.4689,2026-03-11 19:09:19
354,ria,0.4695,2026-03-11 19:09:20
355,ria,0.4689,2026-03-11 19:09:21
356,vraj M,0.4465,2026-03-11 19:09:22
357,vraj M,0.4465,2026-03-11 19:09:22
358,shishir,0.438,2026-03-11 19:09:24
359,shishir,0.438,2026-03-11 19:09:24
360,vraj M,0.4325,2026-03-11 19:09:24
361,vraj M,0.4325,2026-03-11 19:09:25
362,shishir,0.3722,2026-03-11 19:09:25
363,shishir,0.3552,2026-03-11 19:09:26
364,shishir,0.3944,2026-03-11 19:09:29
365,shishir,0.4769,2026-03-11 19:09:35
366,shishir,0.405,2026-03-11 19:09:51
367,vraj M,0.4196,2026-03-11 19:09:53
368,shishir,0.4481,2026-03-11 19:09:54
369,shishir,0.4481,2026-03-11 19:09:54
370,vraj M,0.4725,2026-03-11 19:09:55
371,vraj M,0.4725,2026-03-11 19:09:55
372,shishir,0.3522,2026-03-11 19:09:59
373,shishir,0.4126,2026-03-11 19:10:00
374,shishir,0.405,2026-03-11 19:10:01
375,shishir,0.405,2026-03-11 19:10:02
376,shishir,0.4016,2026-03-11 19:10:03
377,shishir,0.3935,2026-03-11 19:10:04
378,shishir,0.3857,2026-03-11 19:10:06
379,shishir,0.3935,2026-03-11 19:10:06
380,shishir,0.3935,2026-03-11 19:10:08
381,shishir,0.4016,2026-03-11 19:10:09
382,ria,0.4366,2026-03-11 19:10:09
383,shishir,0.4016,2026-03-11 19:10:10
384,ria,0.4366,2026-03-11 19:10:10
385,ria,0.4857,2026-03-11 19:10:14
386,ria,0.4801,2026-03-11 19:10:16
387,shishir,0.3947,2026-03-11 19:10:16
388,shishir,0.3947,2026-03-11 19:10:16
389,ria,0.4801,2026-03-11 19:10:16
390,shishir,0.4354,2026-03-11 19:10:18
391,shishir,0.4533,2026-03-11 19:10:36
392,shishir,0.4329,2026-03-11 19:10:37
393,daiwik,0.4649,2026-03-11 19:10:40
394,vraj,0.4874,2026-03-11 19:10:40
395,vraj,0.4874,2026-03-11 19:10:40
396,daiwik,0.4649,2026-03-11 19:10:40
397,vraj,0.4672,2026-03-11 19:10:41
398,vraj,0.4413,2026-03-11 19:10:43
399,vraj M,0.4659,2026-03-11 19:10:44
400,vraj M,0.4659,2026-03-11 19:10:45
401,ria,0.4929,2026-03-11 19:10:47
402,ria,0.4719,2026-03-11 19:10:48
403,ria,0.4719,2026-03-11 19:10:49
404,reyansh,0.4355,2026-03-11 19:10:50
405,reyansh,0.4355,2026-03-11 19:10:51
406,shishir,0.428,2026-03-11 21:09:24
407,shishir,0.4902,2026-03-11 21:09:25
408,shishir,0.3897,2026-03-11 21:09:28
409,shishir,0.3882,2026-03-11 21:09:29
410,shishir,0.373,2026-03-11 21:09:30
411,shishir,0.3743,2026-03-11 21:09:34
412,shishir,0.3942,2026-03-11 21:09:35
413,shishir,0.3792,2026-03-11 21:09:36
414,shishir,0.3792,2026-03-11 21:09:37
415,shishir,0.4021,2026-03-11 21:09:39
416,shishir,0.4021,2026-03-11 21:09:39
417,shishir,0.3757,2026-03-11 21:09:41
418,shishir,0.3612,2026-03-11 21:09:42
419,shishir,0.3612,2026-03-11 21:09:43
420,shishir,0.3615,2026-03-11 21:09:44
421,shishir,0.3758,2026-03-11 21:09:46
422,shishir,0.4543,2026-03-11 21:09:48
423,shishir,0.3202,2026-03-12 11:32:31
424,shishir,0.3202,2026-03-12 11:32:32
425,shishir,0.4157,2026-03-12 11:48:49
426,Denab,0.0421,2026-03-12 12:01:11
427,yash,-0.0634,2026-03-12 12:01:11
428,daiwik,-0.1547,2026-03-12 12:01:11
429,yash,-0.139,2026-03-12 12:01:11
430,Denab,0.0383,2026-03-12 12:01:11
431,rounak,0.0294,2026-03-12 12:01:12
432,daiwik,-0.1571,2026-03-12 12:01:12
433,Denab,-0.0141,2026-03-12 12:01:12
434,daiwik,-0.159,2026-03-12 12:01:12
435,rounak,0.031,2026-03-12 12:01:13
436,yash,0.0485,2026-03-12 12:01:13
437,yash,-0.1279,2026-03-12 12:01:13
438,Denab,0.0253,2026-03-12 12:01:13
439,niral,-0.1219,2026-03-12 12:01:14
440,daiwik,-0.1218,2026-03-12 12:01:14
441,rounak,-0.0093,2026-03-12 12:01:14
442,rounak,-0.0289,2026-03-12 12:01:14
443,niral,-0.1052,2026-03-12 12:01:14
444,daiwik,-0.1577,2026-03-12 12:01:14
445,yash,-0.0786,2026-03-12 12:01:15
446,Denab,0.0021,2026-03-12 12:01:15
447,Denab,-0.0156,2026-03-12 12:01:15
448,yash,-0.1578,2026-03-12 12:01:15
449,daiwik,-0.0065,2026-03-12 12:01:16
450,Denab,-0.0364,2026-03-12 12:01:16
451,yash,-0.1061,2026-03-12 12:01:16
452,Denab,-0.0256,2026-03-12 12:01:17
453,pratham,-0.1947,2026-03-12 12:01:18
454,daiwik,-0.0106,2026-03-12 12:01:18
455,shishir,-0.1798,2026-03-12 12:01:18
456,Denab,-0.0408,2026-03-12 12:01:19
457,shishir,-0.1798,2026-03-12 12:01:19
458,Denab,0.0008,2026-03-12 12:01:20
459,daiwik,-0.028,2026-03-12 12:01:20
460,shishir,-0.2413,2026-03-12 12:01:20
461,daiwik,0.0139,2026-03-12 12:01:21
462,shishir,-0.2413,2026-03-12 12:01:21
463,yash,-0.0933,2026-03-12 12:01:21
464,Denab,-0.0114,2026-03-12 12:01:21
465,rounak,0.0043,2026-03-12 12:01:21
466,rounak,0.0442,2026-03-12 12:01:22
467,yash,-0.157,2026-03-12 12:01:22
468,Denab,-0.0467,2026-03-12 12:01:22
469,daiwik,-0.0687,2026-03-12 12:01:22
470,daiwik,-0.0687,2026-03-12 12:01:23
471,yash,-0.1127,2026-03-12 12:01:23
472,rounak,-0.0276,2026-03-12 12:01:23
473,shishir,-0.0731,2026-03-12 12:01:23
474,rounak,-0.062,2026-03-12 12:01:24
475,yash,-0.0754,2026-03-12 12:01:24
476,daiwik,0.0176,2026-03-12 12:01:24
477,niral,-0.106,2026-03-12 12:01:25
478,rounak,0.0405,2026-03-12 12:01:25
479,niral,-0.106,2026-03-12 12:01:25
480,vraj M,-0.2334,2026-03-12 12:01:25
481,Denab,0.0299,2026-03-12 12:01:25
482,yash,-0.1099,2026-03-12 12:01:25
483,Denab,-0.0156,2026-03-12 12:01:26
484,yash,-0.1532,2026-03-12 12:01:26
485,rounak,0.0303,2026-03-12 12:01:26
486,rounak,0.0367,2026-03-12 12:01:27
487,yash,-0.1105,2026-03-12 12:01:27
488,rounak,0.0394,2026-03-12 12:01:28
489,yash,-0.081,2026-03-12 12:01:28
490,daiwik,0.0408,2026-03-12 12:01:28
491,Denab,0.0252,2026-03-12 12:01:28
492,niral,0.0151,2026-03-12 12:01:28
493,Denab,0.0207,2026-03-12 12:01:29
494,daiwik,-0.1121,2026-03-12 12:01:29
495,rounak,-0.0038,2026-03-12 12:01:29
496,pratham,-0.0956,2026-03-12 12:01:29
497,yash,-0.1862,2026-03-12 12:01:29
498,daiwik,0.0002,2026-03-12 12:01:30
499,yash,-0.1021,2026-03-12 12:01:30
500,rounak,0.04,2026-03-12 12:01:31
501,rounak,0.04,2026-03-12 12:01:31
502,yash,-0.1716,2026-03-12 12:01:31
503,Denab,0.0328,2026-03-12 12:01:31
504,daiwik,-0.0185,2026-03-12 12:01:32
505,daiwik,-0.0199,2026-03-12 12:01:32
506,yash,-0.2252,2026-03-12 12:01:32
507,rounak,0.0413,2026-03-12 12:01:32
508,niral,0.0153,2026-03-12 12:01:33
509,niral,0.0153,2026-03-12 12:01:33
510,yash,-0.1764,2026-03-12 12:01:33
511,rounak,0.0092,2026-03-12 12:01:33
512,Denab,-0.0358,2026-03-12 12:01:33
513,vraj M,-0.0567,2026-03-12 12:01:34
514,shishir,0.7641,2026-03-12 12:05:01
515,shishir,0.7517,2026-03-12 12:05:02
516,shishir,0.8047,2026-03-12 12:05:03
517,shishir,0.783,2026-03-12 12:05:04
518,shishir,0.8033,2026-03-12 12:05:05
519,shishir,0.5078,2026-03-12 12:05:06
520,shishir,0.7256,2026-03-12 12:05:07
521,shishir,0.7039,2026-03-12 12:05:08
522,shishir,0.6566,2026-03-12 12:05:09
523,shishir,0.6309,2026-03-12 12:05:10
524,shishir,0.7242,2026-03-12 12:05:11
525,shishir,0.7526,2026-03-12 12:05:12
526,shishir,0.7725,2026-03-12 12:05:13
527,shishir,0.772,2026-03-12 12:05:14
528,shishir,0.7789,2026-03-12 12:05:15
529,shishir,0.7789,2026-03-12 12:05:16
530,shishir,0.7899,2026-03-12 12:05:17
531,shishir,0.7863,2026-03-12 12:05:18
532,shishir,0.7758,2026-03-12 12:05:19
533,shishir,0.7119,2026-03-12 12:05:20
534,shishir,0.5676,2026-03-12 12:05:21
535,rounak,0.3808,2026-03-12 12:05:22
536,shishir,0.6829,2026-03-12 12:05:22
537,rounak,0.3986,2026-03-12 12:05:23
538,shishir,0.6681,2026-03-12 12:05:23
539,shishir,0.5759,2026-03-12 12:05:24
540,shishir,0.6559,2026-03-12 12:05:25
541,teerthraj,0.3702,2026-03-12 12:05:26
542,shishir,0.684,2026-03-12 12:05:26
543,teerthraj,0.3702,2026-03-12 12:05:26
544,rounak,0.38,2026-03-12 12:05:27
545,shishir,0.6217,2026-03-12 12:05:27
546,shishir,0.6914,2026-03-12 12:05:28
547,shishir,0.678,2026-03-12 12:05:29
548,shishir,0.4781,2026-03-13 00:37:46
549,shishir,0.5335,2026-03-13 00:37:47
550,shishir,0.3884,2026-03-13 00:37:48
551,yash,0.5176,2026-03-13 00:37:48
552,Denab,0.4116,2026-03-13 00:37:49
553,shishir,0.5614,2026-03-13 00:37:49
554,yash,0.3745,2026-03-13 00:37:49
555,Denab,0.4035,2026-03-13 00:37:50
556,shishir,0.5325,2026-03-13 00:37:50
557,yash,0.4548,2026-03-13 00:37:50
558,vraj M,0.3802,2026-03-13 00:37:51
559,yash,0.5041,2026-03-13 00:37:51
560,vraj M,0.4725,2026-03-13 00:37:51
561,ria,0.4902,2026-03-13 00:37:51
562,shishir,0.4819,2026-03-13 00:37:52
563,yash,0.4899,2026-03-13 00:37:52
564,ria,0.4355,2026-03-13 00:37:52
565,vraj M,0.4368,2026-03-13 00:37:52
566,rounak,0.4069,2026-03-13 00:37:53
567,shishir,0.437,2026-03-13 00:37:53
568,shishir,0.4421,2026-03-13 00:37:53
569,yash,0.5041,2026-03-13 00:37:53
570,yash,0.4945,2026-03-13 00:37:54
571,shishir,0.6254,2026-03-13 00:37:54
572,yash,0.4421,2026-03-13 00:37:55
573,shishir,0.5546,2026-03-13 00:37:55
574,reyansh,0.3963,2026-03-13 00:37:55
575,shishir,0.5658,2026-03-13 00:37:56
576,reyansh,0.4106,2026-03-13 00:37:56
577,yash,0.392,2026-03-13 00:37:56
578,shishir,0.5623,2026-03-13 00:37:57
579,reyansh,0.5169,2026-03-13 00:37:57
580,yash,0.4106,2026-03-13 00:37:58
581,shishir,0.5667,2026-03-13 00:37:58
582,reyansh,0.4429,2026-03-13 00:37:58
583,yash,0.4307,2026-03-13 00:37:58
584,reyansh,0.4479,2026-03-13 00:37:59
585,shishir,0.5527,2026-03-13 00:37:59
586,yash,0.4316,2026-03-13 00:38:00
587,teerthraj,0.3754,2026-03-13 00:38:00
588,shishir,0.4875,2026-03-13 00:38:00
589,yash,0.41,2026-03-13 00:38:00
